date,customer,dividend,shareholder_meeting,actual
20210513,551,0,0,0
20210514,411,0,0,0
20210515,53,0,0,0
20210516,115,0,0,0
20210517,467,0,0,0
20210518,496,0,0,0
20210519,35,0,0,0
20210520,349,0,0,0
20210521,468,0,0,0
20210522,19,0,0,0
20210523,88,0,0,0
20210524,275,0,0,0
20210525,556,0,0,0
20210526,692,0,0,0
20210527,491,0,0,0
20210528,477,0,0,0
20210529,44,0,0,0
20210530,53,0,0,0
20210531,297,0,0,0
20210601,316,0,0,0
20210602,285,0,0,0
20210603,444,0,0,0
20210604,655,0,0,0
20210605,32,0,0,0
20210606,95,0,0,0
20210607,304,0,0,0
20210608,440,0,0,0
20210609,429,0,0,0
20210610,298,0,0,0
20210611,595,0,0,0
20210612,49,0,0,0
20210613,396,0,0,0
20210614,428,0,0,0
20210615,772,0,0,0
20210616,618,0,0,0
20210617,473,0,0,0
20210618,398,0,0,0
20210619,23,0,0,0
20210620,66,0,0,0
20210621,483,0,0,0
20210622,484,0,0,0
20210623,329,0,0,0
20210624,464,0,0,0
20210625,518,0,0,0
20210626,22,0,0,0
20210627,64,0,0,0
20210628,540,0,0,0
20210629,388,0,0,0
20210630,456,0,0,0
20210701,257,0,0,0
20210702,250,0,0,0
20210703,31,0,0,0
20210704,22,0,0,0
20210705,296,0,0,0
20210706,479,0,0,0
20210707,543,0,0,0
20210708,395,0,0,0
20210709,245,0,0,0
20210710,51,0,0,0
20210711,49,0,0,0
20210712,406,0,0,0
20210713,246,0,0,0
20210714,440,0,0,0
20210715,320,0,0,0
20210716,455,0,0,0
20210717,90,0,0,0
20210718,23,0,0,0
20210719,314,0,0,0
20210720,166,0,0,1
20210721,516,0,0,0
20210722,360,0,0,0
20210723,475,0,0,0
20210724,105,0,0,0
20210725,66,0,0,0
20210726,321,0,0,0
20210727,234,0,0,0
20210728,384,0,0,0
20210729,444,0,0,0
20210730,306,0,0,0
20210731,78,0,0,0
20210801,66,0,0,0
20210802,434,0,0,0
20210803,541,0,0,0
20210804,416,0,0,0
20210805,417,0,0,0
20210806,568,0,0,0
20210807,119,0,0,0
20210808,271,0,0,0
20210809,328,0,0,0
20210810,600,0,0,0
20210811,434,0,0,0
20210812,453,0,0,0
20210813,330,0,0,0
20210814,102,0,0,0
20210815,9,0,0,0
20210816,40,0,0,0
20210817,404,0,0,0
20210818,517,0,0,0
20210819,521,0,0,0
20210820,359,0,0,0
20210821,161,0,0,0
20210822,58,0,0,0
20210823,528,0,0,0
20210824,333,0,0,0
20210825,585,0,0,0
20210826,477,0,0,0
20210827,486,0,0,0
20210828,90,0,0,0
20210829,51,0,0,0
20210830,378,0,0,0
20210831,505,0,0,0
20210901,591,0,0,0
20210902,433,0,0,0
20210903,313,0,0,0
20210904,193,0,0,0
20210905,77,0,0,0
20210906,404,0,0,0
20210907,495,0,0,0
20210908,378,0,0,0
20210909,1264,0,0,0
20210910,334,0,0,0
20210911,24,0,0,0
20210912,94,0,0,0
20210913,553,0,0,0
20210914,621,0,0,0
20210915,386,0,0,0
20210916,1307,0,0,0
20210917,628,0,0,0
20210918,26,0,0,0
20210919,7,0,0,0
20210920,5,0,0,0
20210921,18,0,0,0
20210922,149,0,0,0
20210923,801,0,0,0
20210924,676,0,0,0
20210925,20,0,0,0
20210926,98,0,0,0
20210927,495,0,0,0
20210928,958,0,0,0
20210929,537,0,0,0
20210930,521,0,0,0
20211001,589,0,0,0
20211002,49,0,0,0
20211003,66,0,0,0
20211004,70,0,0,0
20211005,424,0,0,0
20211006,507,0,0,0
20211007,488,0,0,0
20211008,446,0,0,0
20211009,28,0,0,0
20211010,58,0,0,0
20211011,118,0,0,0
20211012,627,0,0,0
20211013,519,0,0,0
20211014,653,0,0,0
20211015,361,0,0,0
20211016,83,0,0,0
20211017,91,0,0,0
20211018,448,0,0,0
20211019,410,0,0,0
20211020,554,0,0,0
20211021,390,0,0,0
20211022,190,0,0,0
20211023,36,0,0,0
20211024,15,0,0,0
20211025,176,0,0,0
20211026,319,0,0,0
20211027,191,0,0,0
20211028,263,0,0,0
20211029,181,0,0,0
20211030,64,0,0,0
20211031,212,0,0,0
20211101,158,0,0,0
20211102,465,0,0,0
20211103,316,0,0,0
20211104,419,0,0,0
20211105,376,0,0,0
20211106,43,0,0,0
20211107,40,0,0,0
20211108,457,0,0,0
20211109,429,0,0,0
20211110,479,0,0,0
20211111,346,0,0,0
20211112,525,0,0,0
20211113,34,0,0,0
20211114,201,0,0,0
20211115,493,0,0,0
20211116,463,0,0,0
20211117,417,0,0,0
20211118,401,0,0,0
20211119,317,0,0,0
20211120,52,0,0,0
20211121,95,0,0,0
20211122,299,0,0,0
20211123,232,0,0,0
20211124,410,0,0,0
20211125,311,0,0,0
20211126,200,0,0,0
20211127,39,0,0,0
20211128,17,0,0,0
20211129,240,0,0,0
20211130,438,0,0,0
20211201,316,0,0,0
20211202,454,0,0,0
20211203,336,0,0,0
20211204,110,0,0,0
20211205,126,0,0,0
20211206,490,0,0,0
20211207,413,0,0,0
20211208,441,0,0,0
20211209,558,0,0,0
20211210,482,0,0,0
20211211,117,0,0,0
20211212,118,0,0,0
20211213,625,0,0,0
20211214,403,0,0,0
20211215,538,0,0,0
20211216,427,0,0,0
20211217,423,0,0,0
20211218,50,0,0,0
20211219,49,0,0,0
20211220,423,0,0,0
20211221,557,0,0,0
20211222,397,0,0,0
20211223,495,0,0,0
20211224,367,0,0,0
20211225,67,0,0,0
20211226,87,0,0,0
20211227,899,0,0,0
20211228,635,0,0,0
20211229,341,0,0,0
20211230,309,0,0,0
20211231,52,0,0,0
